ID1,ID2,Distance
MN425984.1,MN426402.1,0.0123361
MN425984.1,MN426403.1,0.0129919
MN425984.1,MN426407.1,0.0116677
MN426100.1,MN426916.1,0.0143824
MN426100.1,MN426922.1,0.000639615
MN425984.1,MN426411.1,0.0125705
MN425984.1,MN426412.1,0.0143148
MN425984.1,MN426413.1,0.0097251
MN425984.1,MN426414.1,0.014331
MN425984.1,MN426416.1,0.0136796
MN426100.1,MN426934.1,0.0148647
MN425984.1,MN426418.1,0.0123293
MN425984.1,MN426423.1,0.0116774
MN425984.1,MN426424.1,0.0143624
MN425984.1,MN426425.1,0.0123054
MN425984.1,MN426426.1,0.0143811
MN425984.1,MN426427.1,0.0130115
MN425984.1,MN426428.1,0.0136858
MN425984.1,MN426429.1,0.0136471
MN426100.1,MN426971.1,0.0142059
MN425984.1,MN426435.1,0.0130181
MN425984.1,MN426438.1,0.0144192
MN425984.1,MN426447.1,0.0142837
MN426100.1,MN426999.1,0.0149119
MN425984.1,MN426450.1,0.0130065
MN425030.1,MN425670.1,0.0138057
MN425984.1,MN426458.1,0.0123561
MN425984.1,MN426460.1,0.0103541
MN425984.1,MN426467.1,0.0136538
MN425984.1,MN426468.1,0.0136325
MN425984.1,MN426469.1,0.0142698
MN425984.1,MN426470.1,0.012312
MN425984.1,MN426472.1,0.0149578
MN425984.1,MN426474.1,0.0116942
MN425984.1,MN426478.1,0.0117103
MN425984.1,MN426479.1,0.0123984
MN425984.1,MN426485.1,0.0129611
MN425984.1,MN426486.1,0.0123174
MN425984.1,MN426487.1,0.0116633
MN425984.1,MN426488.1,0.0116829
MN425984.1,MN426489.1,0.0143105
MN425984.1,MN426490.1,0.0117826
MN425984.1,MN426493.1,0.0129992
MN425984.1,MN426494.1,0.0143685
MN425984.1,MN426495.1,0.0136779
MN425984.1,MN426496.1,0.0103598
MN425984.1,MN426497.1,0.0110221
MN425984.1,MN426498.1,0.0116631
MN425984.1,MN426502.1,0.0149712
MN425984.1,MN426503.1,0.0143496
MN425984.1,MN426505.1,0.00840476
MN426206.1,MN426206.1,0
MN425984.1,MN426506.1,0.0130076
MN425984.1,MN426507.1,0.0130041
MN425984.1,MN426508.1,0.0130803
MN426206.1,MN426209.1,0.0103216
MN425984.1,MN426509.1,0.012332
MN426206.1,MN426210.1,0.0142555
MN425984.1,MN426510.1,0.0143379
MN425984.1,MN426511.1,0.0123363
MN425030.1,MN425766.1,0.0144937
MN426206.1,MN426212.1,0.0149314
MN426206.1,MN426213.1,0.0135995
MN425984.1,MN426516.1,0.0110309
MN426206.1,MN426218.1,0.0135915
MN426206.1,MN426219.1,0.0103024
MN425984.1,MN426518.1,0.013643
MN426206.1,MN426220.1,0.0142823
MN425984.1,MN426522.1,0.0103647
MN425984.1,MN426523.1,0.0130034
MN426206.1,MN426226.1,0.0135687
MN425984.1,MN426524.1,0.0110223
MN426206.1,MN426227.1,0.0129254
MN425984.1,MN426525.1,0.0136825
MN426206.1,MN426230.1,0.0129355
MN425984.1,MN426527.1,0.0123427
MN425984.1,MN426528.1,0.0129761
MN426206.1,MN426235.1,0.0148727
MN425984.1,MN426531.1,0.0130589
MN425984.1,MN426532.1,0.0149747
MN425984.1,MN426533.1,0.0123558
MN426206.1,MN426239.1,0.014929
MN425984.1,MN426535.1,0.0143569
MN425984.1,MN426536.1,0.0123456
MN426206.1,MN426243.1,0.0129672
MN425984.1,MN426538.1,0.0130191
MN425984.1,MN426539.1,0.0129967
MN426206.1,MN426245.1,0.0142493
MN425984.1,MN426540.1,0.012357
MN425984.1,MN426541.1,0.0103713
MN425984.1,MN426544.1,0.0116791
MN425984.1,MN426545.1,0.0130076
MN426206.1,MN426252.1,0.0129713
MN425984.1,MN426546.1,0.0116675
MN425984.1,MN426549.1,0.00972188
MN425984.1,MN426556.1,0.0142834
MN425984.1,MN426558.1,0.0123262
MN425984.1,MN426561.1,0.0136184
MN425984.1,MN426562.1,0.0136516
MN425984.1,MN426563.1,0.00842679
MN425984.1,MN426569.1,0.0110538
MN425984.1,MN426570.1,0.0136592
MN425984.1,MN426572.1,0.00905611
MN425984.1,MN426573.1,0.0110571
MN426206.1,MN426288.1,0.00706655
MN425984.1,MN426578.1,0.0149855
MN425984.1,MN426579.1,0.013025
MN425984.1,MN426581.1,0.0124188
MN425984.1,MN426582.1,0.0149248
MN425984.1,MN426584.1,0.0129823
MN425984.1,MN426585.1,0.0129677
MN425984.1,MN426586.1,0.0137033
MN426206.1,MN426301.1,0.0149428
MN426206.1,MN426302.1,0.0149484
MN425984.1,MN426588.1,0.0143038
MN425984.1,MN426589.1,0.0149492
MN426206.1,MN426305.1,0.0116098
MN425984.1,MN426590.1,0.0143719
MN426206.1,MN426306.1,0.0135719
MN425984.1,MN426594.1,0.0143112
MN425984.1,MN426595.1,0.00904258
MN425984.1,MN426598.1,0.0143008
MN425984.1,MN426599.1,0.0117065
MN425984.1,MN426600.1,0.012329
MN426206.1,MN426318.1,0.0136823
MN425984.1,MN426601.1,0.00970897
MN425984.1,MN426603.1,0.0110278
MN425984.1,MN426604.1,0.013723
MN425984.1,MN426605.1,0.0117064
MN426206.1,MN426325.1,0.0129423
MN426206.1,MN426327.1,0.0148796
MN425984.1,MN426608.1,0.00970618
MN426206.1,MN426328.1,0.0129124
MN426206.1,MN426330.1,0.0116542
MN426206.1,MN426331.1,0.0149995
MN425984.1,MN426612.1,0.0137112
MN426206.1,MN426334.1,0.0136372
MN426206.1,MN426335.1,0.0135732
MN426206.1,MN426337.1,0.00972734
MN426206.1,MN426338.1,0.00904079
MN426206.1,MN426342.1,0.0122576
MN426206.1,MN426345.1,0.0142828
MN426206.1,MN426347.1,0.0109845
MN426206.1,MN426353.1,0.0129259
MN426206.1,MN426354.1,0.0148879
MN425984.1,MN426639.1,0.0117018
MN425984.1,MN426640.1,0.0117061
MN426206.1,MN426364.1,0.0136522
MN425984.1,MN426642.1,0.0123213
MN426206.1,MN426366.1,0.013004
MN425984.1,MN426643.1,0.0103661
MN425984.1,MN426644.1,0.0136803
MN425984.1,MN426645.1,0.0130291
MN426206.1,MN426370.1,0.0110196
MN426206.1,MN426371.1,0.0142859
MN425984.1,MN426647.1,0.0130328
MN426206.1,MN426375.1,0.0142287
MN425984.1,MN426652.1,0.0110154
MN426206.1,MN426380.1,0.0143005
MN425984.1,MN426655.1,0.00904981
MN426206.1,MN426382.1,0.0149725
MN425984.1,MN426657.1,0.011013
MN425984.1,MN426659.1,0.0149283
MN426206.1,MN426387.1,0.0136509
MN426101.1,MN426101.1,0
MN426206.1,MN426389.1,0.0142939
MN425984.1,MN426663.1,0.0143779
MN426101.1,MN426103.1,0.0129346
MN425857.1,MN426900.1,0.0135961
MN426206.1,MN426392.1,0.0149061
MN426101.1,MN426106.1,0.00706351
MN425857.1,MN426901.1,0.0129463
MN426206.1,MN426393.1,0.0148698
MN426101.1,MN426108.1,0.00837365
MN426101.1,MN426109.1,0.0142152
MN426206.1,MN426395.1,0.0149248
MN426101.1,MN426110.1,0.0109513
MN425984.1,MN426669.1,0.0143405
MN426101.1,MN426114.1,0.01355
MN425984.1,MN426671.1,0.0143352
MN426101.1,MN426116.1,0.00969607
MN425984.1,MN426679.1,0.012342
MN425984.1,MN426681.1,0.0130119
MN426101.1,MN426133.1,0.0148931
MN425984.1,MN426682.1,0.0149309
MN426101.1,MN426135.1,0.0135541
MN426101.1,MN426136.1,0.014925
MN426206.1,MN426413.1,0.012317
MN426101.1,MN426140.1,0.0142371
MN425984.1,MN426688.1,0.0130691
MN426101.1,MN426142.1,0.0149719
MN426101.1,MN426144.1,0.00964585
MN426206.1,MN426416.1,0.0149834
MN425984.1,MN426691.1,0.0136541
MN425984.1,MN426692.1,0.0143196
MN426206.1,MN426418.1,0.0148799
MN426101.1,MN426150.1,0.0129054
MN425984.1,MN426694.1,0.0137074
MN426101.1,MN426155.1,0.0123121
MN426101.1,MN426156.1,0.0122783
MN426206.1,MN426423.1,0.0142463
MN425984.1,MN426697.1,0.0104643
MN426101.1,MN426158.1,0.0144595
MN425984.1,MN426698.1,0.0123317
MN426206.1,MN426425.1,0.0148644
MN426101.1,MN426161.1,0.0116
MN425984.1,MN426699.1,0.0117221
MN425984.1,MN426700.1,0.0116624
MN426206.1,MN426428.1,0.0136183
MN425984.1,MN426701.1,0.014995
MN426101.1,MN426169.1,0.0149217
MN425984.1,MN426704.1,0.0149931
MN426101.1,MN426171.1,0.0103521
MN425984.1,MN426705.1,0.0123566
MN426101.1,MN426176.1,0.0142072
MN425984.1,MN426709.1,0.0129811
MN426101.1,MN426180.1,0.0135654
MN425984.1,MN426710.1,0.0130012
MN426101.1,MN426183.1,0.0135541
MN426101.1,MN426187.1,0.0142371
MN425984.1,MN426714.1,0.01431
MN425984.1,MN426716.1,0.0143253
MN425984.1,MN426717.1,0.011652
MN426206.1,MN426450.1,0.0142541
MN426101.1,MN426196.1,0.0142336
MN426101.1,MN426197.1,0.0149045
MN425984.1,MN426721.1,0.0130415
MN426101.1,MN426201.1,0.0148853
MN425984.1,MN426723.1,0.0149731
MN426206.1,MN426460.1,0.014223
MN426101.1,MN426209.1,0.011616
MN425984.1,MN426726.1,0.0143611
MN425984.1,MN426727.1,0.0149628
MN426101.1,MN426213.1,0.0129332
MN425984.1,MN426728.1,0.0137133
MN426101.1,MN426218.1,0.014888
MN425984.1,MN426730.1,0.0123968
MN426206.1,MN426467.1,0.0142469
MN426101.1,MN426223.1,0.0122765
MN426101.1,MN426224.1,0.0136189
MN425984.1,MN426734.1,0.0130844
MN426101.1,MN426226.1,0.0148644
MN426101.1,MN426227.1,0.0129172
MN426101.1,MN426229.1,0.0129082
MN426101.1,MN426230.1,0.0142308
MN425984.1,MN426737.1,0.00840275
MN425984.1,MN426739.1,0.0137043
MN426101.1,MN426235.1,0.0148533
MN426206.1,MN426479.1,0.0123502
MN425984.1,MN426743.1,0.0110291
MN425984.1,MN426744.1,0.0110295
MN426206.1,MN426483.1,0.0142583
MN426206.1,MN426485.1,0.0129024
MN426206.1,MN426486.1,0.0109525
MN426206.1,MN426488.1,0.0143058
MN425984.1,MN426750.1,0.0136584
MN426206.1,MN426490.1,0.0130547
MN426206.1,MN426494.1,0.0143005
MN426206.1,MN426495.1,0.0149217
MN425984.1,MN426756.1,0.0137238
MN426206.1,MN426496.1,0.0142332
MN426206.1,MN426497.1,0.0148955
MN425984.1,MN426759.1,0.0123662
MN425984.1,MN426761.1,0.0143601
MN426206.1,MN426505.1,0.0109729
MN425984.1,MN426765.1,0.00969647
MN425984.1,MN426766.1,0.0143397
MN425984.1,MN426767.1,0.0130226
MN426206.1,MN426510.1,0.00902805
MN425984.1,MN426769.1,0.00840181
MN425984.1,MN426772.1,0.0149868
MN426206.1,MN426516.1,0.0135786
MN426101.1,MN426301.1,0.0149247
MN425984.1,MN426777.1,0.00904973
MN426101.1,MN426306.1,0.0148637
MN426206.1,MN426522.1,0.0129321
MN426206.1,MN426523.1,0.0103306
MN425984.1,MN426780.1,0.0143188
MN426101.1,MN426312.1,0.0109666
MN426206.1,MN426527.1,0.0149136
MN425984.1,MN426783.1,0.00516675
MN426101.1,MN426318.1,0.0136628
MN425984.1,MN426785.1,0.0130507
MN426206.1,MN426531.1,0.0129965
MN426206.1,MN426533.1,0.0122884
MN426101.1,MN426325.1,0.0129529
MN425984.1,MN426789.1,0.0129826
MN426206.1,MN426535.1,0.0142885
MN425984.1,MN426790.1,0.0129605
MN426206.1,MN426536.1,0.0149248
MN425984.1,MN426791.1,0.0142925
MN425984.1,MN426793.1,0.0116681
MN426206.1,MN426540.1,0.013611
MN426206.1,MN426541.1,0.0129374
MN426101.1,MN426342.1,0.0148647
MN426206.1,MN426544.1,0.0142267
MN426101.1,MN426344.1,0.0109455
MN426206.1,MN426549.1,0.0135981
MN425984.1,MN426806.1,0.0143628
MN426101.1,MN426360.1,0.0148844
MN426206.1,MN426558.1,0.0148847
MN425984.1,MN426811.1,0.0136674
MN426101.1,MN426364.1,0.0136242
MN425984.1,MN426814.1,0.0143799
MN426101.1,MN426370.1,0.0136189
MN426101.1,MN426371.1,0.0142535
MN426206.1,MN426564.1,0.0135656
MN426101.1,MN426373.1,0.0142806
MN426101.1,MN426375.1,0.0142096
MN425984.1,MN426819.1,0.0130411
MN426206.1,MN426569.1,0.013618
MN425984.1,MN426820.1,0.0110452
MN426206.1,MN426570.1,0.0109737
MN425984.1,MN426821.1,0.0143591
MN426206.1,MN426572.1,0.0103249
MN425984.1,MN426823.1,0.0123127
MN426101.1,MN426392.1,0.0109668
MN426206.1,MN426573.1,0.0149456
MN425984.1,MN426825.1,0.0149537
MN426206.1,MN426579.1,0.0142848
MN425984.1,MN426829.1,0.0123799
MN426101.1,MN426406.1,0.0142354
MN425984.1,MN426832.1,0.0149952
MN426101.1,MN426419.1,0.0103089
MN425984.1,MN426840.1,0.0130184
MN426206.1,MN426595.1,0.0116049
MN426101.1,MN426425.1,0.0148506
MN425984.1,MN426845.1,0.0123641
MN426206.1,MN426599.1,0.012931
MN425984.1,MN426846.1,0.00709626
MN426206.1,MN426600.1,0.0136
MN426206.1,MN426601.1,0.0122733
MN426206.1,MN426603.1,0.0149059
MN426206.1,MN426605.1,0.0129309
MN425984.1,MN426851.1,0.00774632
MN425984.1,MN426853.1,0.012496
MN426206.1,MN426608.1,0.0135732
MN426101.1,MN426447.1,0.0142152
MN425984.1,MN426855.1,0.00971198
MN426101.1,MN426462.1,0.0148672
MN425984.1,MN426863.1,0.00841149
MN425984.1,MN426866.1,0.0116494
MN425984.1,MN426867.1,0.00907411
MN425984.1,MN426878.1,0.00970614
MN426101.1,MN426497.1,0.0142515
MN426206.1,MN426639.1,0.0135869
MN426101.1,MN426498.1,0.0142254
MN425984.1,MN426882.1,0.00970315
MN426206.1,MN426643.1,0.0116177
MN426101.1,MN426505.1,0.0109514
MN425984.1,MN426885.1,0.00840179
MN425984.1,MN426886.1,0.0136696
MN426101.1,MN426516.1,0.0148994
MN425984.1,MN426890.1,0.0116722
MN426206.1,MN426652.1,0.0148913
MN426206.1,MN426655.1,0.0116102
MN426206.1,MN426657.1,0.00965611
MN425984.1,MN426895.1,0.0143848
MN426101.1,MN426532.1,0.0135931
MN426101.1,MN426541.1,0.0142525
MN426101.1,MN426542.1,0.0148868
MN425984.1,MN426903.1,0.00845112
MN426206.1,MN426667.1,0.0149964
MN425984.1,MN426906.1,0.00839813
MN426101.1,MN426549.1,0.0135915
MN425984.1,MN426910.1,0.0123455
MN426101.1,MN426555.1,0.0135717
MN426206.1,MN426679.1,0.0135919
MN426206.1,MN426680.1,0.0149534
MN425984.1,MN426916.1,0.00784677
MN426101.1,MN426572.1,0.0115997
MN425984.1,MN426920.1,0.00970307
MN426206.1,MN426688.1,0.0130074
MN426101.1,MN426577.1,0.0122519
MN425984.1,MN426924.1,0.0123243
MN425984.1,MN426927.1,0.0103512
MN426206.1,MN426694.1,0.0149549
